Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Latitude,Longitude,Category_2,yelp_ID,Local_sg_time,stars
35,35,Independent,5096b676e4b054dd35560f59,358,Mon Mar 18 12:37:09 +0000 2013,35.313461,-80.743011,Coffee Shop,7GcikclqpUSuYisMdgHvGQ,18/3/2013 12:37,3.5
29,3205,Combined,4b671674f964a52098392be3,358,Wed Mar 20 16:21:57 +0000 2013,35.340297,-80.764842,Food,SYJq8ydGY9oStzpVuHu3uw,20/3/2013 16:21,3.5
28,3303,Combined,4b1b39a1f964a520d6f923e3,358,Wed Mar 20 23:35:01 +0000 2013,35.088073,-80.862819,Sports Bar,ireHTdAh1d4lmGiieMfV_A,20/3/2013 23:35,2.5
33,33,Independent,4bc40fb0dce4eee1cde8719d,358,Thu Mar 21 02:43:31 +0000 2013,35.304152,-80.7516,Hotel,egOdSTggpdFEnQmIjNDmdg,21/3/2013 2:43,2.5
32,32,Independent,4b058639f964a520185922e3,358,Mon Aug 12 23:15:48 +0000 2013,35.15738,-80.82996,Hotel,d17le7rMteKJL5WPuU6AWw,12/8/2013 23:15,3.5
30,30,Independent,4f29cfc5e4b01c8768b0dbb9,358,Mon Aug 12 23:18:04 +0000 2013,35.152989,-80.836863,Hotel Bar,ygY5AKgT_ONLjrtv5zgNSQ,12/8/2013 23:18,4
32,32,Independent,4b058639f964a520185922e3,358,Tue Aug 13 20:45:49 +0000 2013,35.15738,-80.82996,Hotel,d17le7rMteKJL5WPuU6AWw,13/8/2013 20:45,3.5
42,3502,Combined,4ded693b63657045c02bb0aa,367,Tue Oct 23 19:07:26 +0000 2012,35.220819,-80.944476,Coffee Shop,lptw12m0hIetAaRc6mdmAA,23/10/2012 19:07,3.5
40,40,Independent,4ff0e444e4b000351af707e8,367,Tue Oct 23 19:19:24 +0000 2012,35.213771,-80.943317,Plane,Lyq7ULam8T-ZddYLHq4DqA,23/10/2012 19:19,3
0,0,Independent,4e91b6459a52db7dbabab2ea,367,Tue Oct 23 20:29:22 +0000 2012,35.227758,-80.853371,Stadium,Z5BHNFjt7ZmAse2kKlw2uA,23/10/2012 20:29,4
39,3122,Combined,4b2f96d4f964a520b9ec24e3,367,Tue Oct 23 20:54:06 +0000 2012,35.225327,-80.842069,Sushi Restaurant,MrSHPvHVdE_VzVN7iRz45Q,23/10/2012 20:54,3.5
1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Nov 11 14:32:45 +0000 2012,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,11/11/2012 14:32,4
1,1,Independent,4c9f60f246978cfa453eaa7f,445,Mon Nov 12 01:49:09 +0000 2012,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,12/11/2012 1:49,4
1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Nov 18 14:57:53 +0000 2012,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,18/11/2012 14:57,4
1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Dec 09 16:39:37 +0000 2012,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,9/12/2012 16:39,4
1,1,Independent,4c9f60f246978cfa453eaa7f,445,Sun Dec 23 13:43:55 +0000 2012,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,23/12/2012 13:43,4
4,4,Independent,4b155049f964a52045b023e3,539,Sat Mar 30 10:21:47 +0000 2013,35.224912,-80.839655,Basketball Stadium,sYJaNxG8KLus6U7TJ2JHWA,30/3/2013 10:21,4
46,46,Independent,4bcb66afcc8cd13af153bfcf,539,Sat Mar 30 10:31:56 +0000 2013,35.350837,-80.77411,Golf Course,V53VP8FwKio5oZ1pqDFKoA,30/3/2013 10:31,3.5
44,44,Independent,4b0ad9f8f964a520e12823e3,539,Sat Mar 30 10:32:55 +0000 2013,35.221239,-80.843475,Museum,tbeyonV9fwKRf1jFZ4dfqw,30/3/2013 10:32,4.5
43,43,Independent,4cb366ce562d224beba82d88,539,Sat Mar 30 10:33:28 +0000 2013,35.212136,-80.818404,Bar,RbMo9QIPDWP7nAAolS7IFA,30/3/2013 10:33,3.5
47,47,Independent,4b0c52fdf964a5202e3b23e3,539,Sat Mar 30 10:35:01 +0000 2013,35.205479,-80.861092,Hardware Store,qrPbFiwRT5F_4HLHZVL26Q,30/3/2013 10:35,3
52,3122,Combined,4b11e668f964a520b68623e3,559,Mon Jan 28 00:19:22 +0000 2013,35.225244,-80.842004,Bowling Alley,H4E4sZ6PKBef65hU0GKi_g,28/1/2013 0:19,3
49,3125,Combined,4ee1e049754a44a66d257140,559,Mon Jan 28 00:19:44 +0000 2013,35.227234,-80.838711,BBQ Joint,M10n-ivjDkkdLaxIYNafFQ,28/1/2013 0:19,3.5
50,3110,Combined,502977e6e4b0f8083ea40f8f,559,Mon Jan 28 00:20:24 +0000 2013,35.147615,-80.829969,Grocery Store,kfFRCUP1RXY_jNnBQCOsEw,28/1/2013 0:20,4
1,1,Independent,4c9f60f246978cfa453eaa7f,559,Wed Jan 30 21:51:35 +0000 2013,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,30/1/2013 21:51,4
51,51,Independent,4b6b706df964a520e7082ce3,559,Wed Jan 30 21:56:30 +0000 2013,35.224546,-80.888923,BBQ Joint,ghKN6NeyIBn9xxS0fO7SQQ,30/1/2013 21:56,3.5
48,48,Independent,51b1b97b498ea3048e4ad1ee,559,Sat Mar 16 16:06:47 +0000 2013,35.22293,-80.845771,Art Gallery,biy9tjz_ZwRGBITRDIEZtg,16/3/2013 16:06,3.5
1,1,Independent,4c9f60f246978cfa453eaa7f,559,Thu May 02 22:29:20 +0000 2013,35.225884,-80.852895,Football Stadium,Z5BHNFjt7ZmAse2kKlw2uA,2/5/2013 22:29,4
54,54,Independent,4b9eeb47f964a5207b0a37e3,582,Wed Apr 18 22:36:59 +0000 2012,35.349366,-80.849669,Hotel,tG38oI0Q3eLFTY_yq6M3IQ,18/4/2012 22:36,4.5
54,54,Independent,4b9eeb47f964a5207b0a37e3,582,Thu Apr 19 12:58:03 +0000 2012,35.349366,-80.849669,Hotel,tG38oI0Q3eLFTY_yq6M3IQ,19/4/2012 12:58,4.5
55,55,Independent,4b37700ff964a5200f4125e3,582,Thu Apr 19 13:12:46 +0000 2012,35.304672,-80.858609,Donut Shop,rd9DTyWkLAUr1z189DMj5w,19/4/2012 13:12,2
64,64,Independent,4ba79cb5f964a52053a239e3,617,Thu Oct 11 18:08:26 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,11/10/2012 18:08,2.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Oct 12 11:40:25 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,12/10/2012 11:40,2.5
67,67,Independent,4fc4dbb1e4b0441dc0ac7df8,617,Fri Oct 12 11:52:34 +0000 2012,35.136701,-80.937797,Automotive Shop,aakI28ewBJufSoHjARwmEw,12/10/2012 11:52,2.5
72,72,Independent,4b38c310f964a5201f5025e3,617,Thu Oct 18 17:28:42 +0000 2012,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,18/10/2012 17:28,3.5
73,3212,Combined,4b18056ff964a5209fcb23e3,617,Sat Oct 27 22:19:04 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,27/10/2012 22:19,4
64,64,Independent,4ba79cb5f964a52053a239e3,617,Tue Oct 30 11:44:37 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,30/10/2012 11:44,2.5
100,100,Independent,4d1cddda763fb1f7db878e66,617,Wed Oct 31 14:49:33 +0000 2012,35.042391,-80.847517,Drugstore / Pharmacy,knBzZ_fJFLDLb4NnVA2Plw,31/10/2012 14:49,2.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Wed Oct 31 15:04:03 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,31/10/2012 15:04,2.5
68,3210,Combined,4b0bde44f964a520453423e3,617,Wed Oct 31 15:16:25 +0000 2012,35.082129,-80.876713,Mall,bm5xwrV3cd7a0T0dYZ3c6A,31/10/2012 15:16,3.5
65,3502,Combined,4b071b83f964a52060f722e3,617,Mon Nov 05 11:39:24 +0000 2012,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,5/11/2012 11:39,2.5
97,3401,Combined,4b65f464f964a520c80a2be3,617,Fri Nov 09 17:04:15 +0000 2012,35.093261,-80.877527,Hardware Store,nL6eT6SqnSIMOceC22dTkA,9/11/2012 17:04,3.5
92,3210,Combined,4b09e545f964a520571f23e3,617,Sat Nov 10 20:59:42 +0000 2012,35.081045,-80.877163,Sporting Goods Shop,UFQR4e86WtDcFsIe7tcX6Q,10/11/2012 20:59,4
64,64,Independent,4ba79cb5f964a52053a239e3,617,Sun Nov 11 02:09:50 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,11/11/2012 2:09,2.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Nov 16 19:13:07 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,16/11/2012 19:13,2.5
66,3211,Combined,4fc4f7e67716c8a1e245c022,617,Fri Nov 16 19:38:56 +0000 2012,35.08673,-80.847101,Pet Store,Ts6W-8WGzr0-Utp6EXM7YA,16/11/2012 19:38,4
65,3502,Combined,4b071b83f964a52060f722e3,617,Tue Nov 20 19:59:53 +0000 2012,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,20/11/2012 19:59,2.5
87,3502,Combined,4dcb2b11d16478749f9da809,617,Wed Nov 21 00:59:33 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,21/11/2012 0:59,2.5
87,3502,Combined,4dcb2b11d16478749f9da809,617,Wed Nov 21 00:59:50 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,21/11/2012 0:59,2.5
81,81,Independent,4b953560f964a5202c9534e3,617,Sat Nov 24 17:52:06 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,24/11/2012 17:52,4.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Sat Nov 24 18:27:14 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,24/11/2012 18:27,2.5
82,3303,Combined,4c40b732d691c9b64aa28b0a,617,Sat Nov 24 18:47:14 +0000 2012,35.088815,-80.860057,Miscellaneous Shop,AVF87C3Z2kkS-Ct7Mely9Q,24/11/2012 18:47,3.5
59,59,Independent,4b89740ef964a520b73732e3,617,Sun Nov 25 22:05:40 +0000 2012,35.056533,-80.813948,Church,tDQqEO1fKZjU3srtEqyg6Q,25/11/2012 22:05,4
64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Nov 30 19:05:34 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,30/11/2012 19:05,2.5
76,76,Independent,4b40b60df964a5202cba25e3,617,Fri Nov 30 23:16:47 +0000 2012,35.090421,-80.856182,Hardware Store,sPmglaUQL_Pc5a3v-TTxew,30/11/2012 23:16,2
90,3211,Combined,4b1f29f5f964a520922424e3,617,Sat Dec 01 16:23:28 +0000 2012,35.086753,-80.847398,Miscellaneous Shop,Shfg3OSN0LuexhugwaVdaA,1/12/2012 16:23,2.5
73,3212,Combined,4b18056ff964a5209fcb23e3,617,Sun Dec 02 23:45:00 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,2/12/2012 23:45,4
87,3502,Combined,4dcb2b11d16478749f9da809,617,Mon Dec 03 18:14:44 +0000 2012,35.224246,-80.940303,Mexican Restaurant,PCugqia4CsE9krMJyJ8UXw,3/12/2012 18:14,2.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Fri Dec 07 06:28:48 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,7/12/2012 6:28,2.5
94,94,Independent,4b5c6789f964a5203f2e29e3,617,Fri Dec 07 17:17:03 +0000 2012,35.112661,-80.920576,Fast Food Restaurant,108H_8aEgOH5uz_C9hBgUQ,7/12/2012 17:17,2.5
108,108,Independent,4c4b8eee5609c9b6cdcd4491,617,Sun Dec 09 00:31:28 +0000 2012,35.13878,-80.877793,Chinese Restaurant,nNz_7luh2aD1_U9N3tJUMA,9/12/2012 0:31,3.5
66,3211,Combined,4fc4f7e67716c8a1e245c022,617,Sun Dec 09 18:09:35 +0000 2012,35.08673,-80.847101,Pet Store,Ts6W-8WGzr0-Utp6EXM7YA,9/12/2012 18:09,4
109,3304,Combined,4b108514f964a520217223e3,617,Sun Dec 09 23:52:11 +0000 2012,35.058819,-80.815592,Miscellaneous Shop,k6m_tyBCQ7Pe2BeHXFXj6w,9/12/2012 23:52,3.5
81,81,Independent,4b953560f964a5202c9534e3,617,Sat Dec 15 18:34:35 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,15/12/2012 18:34,4.5
72,72,Independent,4b38c310f964a5201f5025e3,617,Sat Dec 15 20:22:08 +0000 2012,35.074293,-80.877539,Miscellaneous Shop,BEqQqnx_C_08Mm6McHF6SQ,15/12/2012 20:22,3.5
75,75,Independent,4b90464ff964a520a28033e3,617,Sun Dec 16 00:22:05 +0000 2012,35.079601,-80.828905,Italian Restaurant,kp-FRmyPxjsAoEK1-21rSQ,16/12/2012 0:22,4
64,64,Independent,4ba79cb5f964a52053a239e3,617,Sat Dec 22 20:12:41 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,22/12/2012 20:12,2.5
73,3212,Combined,4b18056ff964a5209fcb23e3,617,Wed Apr 04 18:28:10 +0000 2012,35.053292,-80.848558,Grocery Store,ij_czg0xkJR6xvnQdgnMDA,4/4/2012 18:28,4
76,76,Independent,4b40b60df964a5202cba25e3,617,Wed Apr 04 19:16:57 +0000 2012,35.090421,-80.856182,Hardware Store,sPmglaUQL_Pc5a3v-TTxew,4/4/2012 19:16,2
64,64,Independent,4ba79cb5f964a52053a239e3,617,Wed Apr 04 19:23:05 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,4/4/2012 19:23,2.5
65,3502,Combined,4b071b83f964a52060f722e3,617,Thu Apr 05 10:10:45 +0000 2012,35.220319,-80.943596,Fast Food Restaurant,gb41qjfdymOAYV2HT1OTeA,5/4/2012 10:10,2.5
89,3502,Combined,4be0a9ee98f2a5937c06c35a,617,Thu Apr 05 10:11:41 +0000 2012,35.22045,-80.943747,Sandwich Place,DUhU9wi7Ja4r1Hl4bQrYbw,5/4/2012 10:11,2
59,59,Independent,4b89740ef964a520b73732e3,617,Sun Apr 08 20:47:33 +0000 2012,35.056533,-80.813948,Church,tDQqEO1fKZjU3srtEqyg6Q,8/4/2012 20:47,4
81,81,Independent,4b953560f964a5202c9534e3,617,Wed Apr 11 04:48:08 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,11/4/2012 4:48,4.5
64,64,Independent,4ba79cb5f964a52053a239e3,617,Wed Apr 11 04:48:28 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,11/4/2012 4:48,2.5
62,62,Independent,4b227838f964a520444724e3,617,Fri Apr 13 00:15:31 +0000 2012,35.094817,-80.876631,Pet Store,APpvYUSfd9294aSs57jfOQ,13/4/2012 0:15,4
107,3404,Combined,4c5f06917735c9b60f629372,617,Fri Apr 13 16:53:57 +0000 2012,35.10671,-80.877528,Shoe Store,CIkkvefsgggKQlPMwJYDhg,13/4/2012 16:53,3
107,3404,Combined,4c5f06917735c9b60f629372,617,Fri Apr 13 16:54:18 +0000 2012,35.10671,-80.877528,Shoe Store,CIkkvefsgggKQlPMwJYDhg,13/4/2012 16:54,3
81,81,Independent,4b953560f964a5202c9534e3,617,Sat Apr 14 16:09:21 +0000 2012,35.085959,-80.886824,Diner,opBoB-pMHzUaK0-zsnUd1Q,14/4/2012 16:09,4.5
91,3401,Combined,4bda27ce0ef39c74bfaa1d2d,617,Sat Apr 14 17:00:13 +0000 2012,35.08744,-80.877847,Bank,GqT2c7_0dVMOU7zK5VP2tg,14/4/2012 17:00,2
62,62,Independent,4b227838f964a520444724e3,617,Sat Apr 14 17:05:01 +0000 2012,35.094817,-80.876631,Pet Store,APpvYUSfd9294aSs57jfOQ,14/4/2012 17:05,4
64,64,Independent,4ba79cb5f964a52053a239e3,617,Sat Apr 14 17:53:55 +0000 2012,35.086449,-80.889071,Post Office,wKCx0dQcQouy4CsVk88Nvg,14/4/2012 17:53,2.5
59,59,Independent,4b89740ef964a520b73732e3,617,Sun Apr 15 20:55:54 +0000 2012,35.056533,-80.813948,Church,tDQqEO1fKZjU3srtEqyg6Q,15/4/2012 20:55,4
