Location_id,POI_id,POI_Type,Org_id,User_id,TimeStamp,Zone,Latitude,Longitude,Category,yelp_id,stars,Local_sg_time
1079,1079,Independent,4bda86b52a3a0f476060abb6,700,Mon Jun 11 14:01:01 +0000 2012,-360,51.046356,-114.051987,Hostel,QjfxI1bCofojlO4FSgpLbQ,2.5,11/6/2012 14:01
1207,1207,Independent,4b21a170f964a520373f24e3,700,Mon Jun 11 14:01:32 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,3.5,11/6/2012 14:01
87,2219,Combined,508adb21e4b0578944b9372e,939,Fri Jan 18 17:09:39 +0000 2013,300,50.930549,-114.029554,Department Store,XaL-KFkk49j29C9ZYbJiSQ,3.5,18/1/2013 17:09
405,405,Independent,4b15508cf964a520c3b023e3,1228,Thu Feb 14 05:53:41 +0000 2013,-420,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,3.5,14/2/2013 5:53
405,405,Independent,4b15508cf964a520c3b023e3,2846,Thu Mar 14 05:28:54 +0000 2013,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,3.5,14/3/2013 5:28
405,405,Independent,4b15508cf964a520c3b023e3,2846,Thu Apr 11 00:20:00 +0000 2013,-360,51.037535,-114.051733,Stadium,fAczVm0LU-mmIPRz1VIIYA,3.5,11/4/2013 0:20
390,390,Independent,4b7a0f40f964a5203f212fe3,3302,Wed Jul 18 00:48:27 +0000 2012,-360,51.037913,-114.09349,Pub,T1HrlHN5mbT2WGtcfzaf4A,3,18/7/2012 0:48
733,733,Independent,4b0f3c4bf964a520ad6023e3,3302,Wed Jul 18 16:34:58 +0000 2012,-360,51.105117,-114.161128,Coffee Shop,dVoKcnphWwvv2WPZqLRpKw,3.5,18/7/2012 16:34
531,531,Independent,4b05ad3ff964a520d2e022e3,3302,Wed Jul 18 18:56:39 +0000 2012,-360,51.037868,-114.083204,Vegetarian / Vegan Restaurant,9tgJbLfCQcZ35-TSabZOfA,4,18/7/2012 18:56
539,539,Independent,4b482ecaf964a520a24926e3,3302,Fri Jul 20 14:31:23 +0000 2012,-360,51.037604,-114.087231,Coffee Shop,9IuXO57P9EszEhn-SnzgfA,2,20/7/2012 14:31
359,2216,Combined,4e0f8758b61c3fe4780e7408,3481,Mon Jul 08 22:17:31 +0000 2013,-360,51.00003,-114.073094,Clothing Store,3CoHXsCzSejNwMqNZLaoEA,4,8/7/2013 22:17
138,138,Independent,4fc2c1afe4b00baac731734e,3481,Tue Jul 09 00:39:30 +0000 2013,-360,50.916258,-113.960406,Pizza Place,t43tq66jU-sLXA-TVgKxrg,4,9/7/2013 0:39
732,732,Independent,4d59e913c88da1cdf0773f68,3481,Wed Jul 10 00:06:54 +0000 2013,-360,51.105111,-114.162101,Sushi Restaurant,#NAME?,4,10/7/2013 0:06
734,734,Independent,4af8ceccf964a520141022e3,3481,Wed Jul 10 01:36:00 +0000 2013,-360,51.104972,-114.160789,Bookstore,B8PJGWiQ4ki0Zobu_OsJMg,4,10/7/2013 1:36
182,182,Independent,4b9a998ef964a52036c535e3,3629,Sat May 05 11:17:35 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,2.5,5/5/2012 11:17
1207,1207,Independent,4b21a170f964a520373f24e3,3629,Sat May 05 12:23:19 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,3.5,5/5/2012 12:23
1236,2102,Combined,4b68b6d1f964a520b8882be3,3629,Sat May 05 21:40:26 +0000 2012,-360,51.046493,-114.069757,Drugstore / Pharmacy,x6SbQhXbsczTIg5bDQ3vQA,2.5,5/5/2012 21:40
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 07 11:42:13 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,7/5/2012 11:42
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 08 11:44:15 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,8/5/2012 11:44
908,908,Independent,4b3038faf964a520f4f724e3,3629,Tue May 08 22:02:52 +0000 2012,-360,51.081867,-113.990926,Paper / Office Supplies Store,tSIdcUvKCivHxHj6JOjlig,3,8/5/2012 22:02
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Tue May 08 22:06:10 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,8/5/2012 22:06
865,2207,Combined,4b77037df964a52085742ee3,3629,Tue May 08 23:00:09 +0000 2012,-360,51.072853,-113.985438,Sporting Goods Shop,#NAME?,2.5,8/5/2012 23:00
1094,1094,Independent,4ec74ff493ad41338ca9361e,3629,Thu May 10 18:18:15 +0000 2012,-360,51.045025,-114.081407,Strip Club,R0TiQjTK-IuAq75bTLw0dw,2.5,10/5/2012 18:18
883,883,Independent,4b4f9d73f964a520a90d27e3,3629,Thu May 10 20:20:33 +0000 2012,-360,51.077565,-113.989935,Hardware Store,MBs2gCAN10240RyryZOKcw,3,10/5/2012 20:20
883,883,Independent,4b4f9d73f964a520a90d27e3,3629,Fri May 11 21:36:59 +0000 2012,-360,51.077565,-113.989935,Hardware Store,MBs2gCAN10240RyryZOKcw,3,11/5/2012 21:36
884,884,Independent,4b75f725f964a520ba322ee3,3629,Fri May 11 21:37:43 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,4,11/5/2012 21:37
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 12 21:03:28 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,12/5/2012 21:03
182,182,Independent,4b9a998ef964a52036c535e3,3629,Sun May 13 11:09:03 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,2.5,13/5/2012 11:09
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sun May 13 21:15:47 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,13/5/2012 21:15
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 14 11:42:06 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,14/5/2012 11:42
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 14 21:37:41 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,14/5/2012 21:37
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 15 21:18:51 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,15/5/2012 21:18
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed May 16 11:43:56 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,16/5/2012 11:43
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Wed May 16 20:54:17 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,16/5/2012 20:54
873,873,Independent,4bbbca9851b89c7445b9862a,3629,Wed May 16 23:17:41 +0000 2012,-360,51.077187,-113.987746,Electronics Store,5Ucdnd5HY78JICUMSqsmFQ,1.5,16/5/2012 23:17
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Thu May 17 21:16:39 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,17/5/2012 21:16
1258,2102,Combined,4baa6368f964a52081653ae3,3629,Fri May 18 20:52:36 +0000 2012,-360,51.045729,-114.071125,Electronics Store,XZVrxLpCm2XOlNhzJ_bHqA,1.5,18/5/2012 20:52
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri May 18 21:15:03 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,18/5/2012 21:15
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 19 05:48:21 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,19/5/2012 5:48
1257,2102,Combined,4b996721f964a520e07835e3,3629,Sat May 19 18:02:59 +0000 2012,-360,51.04605,-114.070942,Fast Food Restaurant,rz3AeZZ-U5SoqeyNknz2TA,3,19/5/2012 18:02
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat May 19 18:28:32 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,19/5/2012 18:28
182,182,Independent,4b9a998ef964a52036c535e3,3629,Mon May 21 11:15:08 +0000 2012,-360,50.95114,-114.002194,Fast Food Restaurant,VY7glXpgWYpGR03xJ03otw,2.5,21/5/2012 11:15
1206,1206,Independent,4b264781f964a520c47924e3,3629,Mon May 21 12:18:40 +0000 2012,-360,51.045201,-114.056631,City Hall,BdQ_EJBlZY1t-6mCbULOIA,3,21/5/2012 12:18
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 21 20:45:18 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,21/5/2012 20:45
1214,1214,Independent,4b0586e9f964a520c27422e3,3629,Mon May 21 21:18:27 +0000 2012,-360,51.04447,-114.062977,Monument / Landmark,5XXFsXKdPxCwHUuw2FeYpg,3.5,21/5/2012 21:18
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 22 11:41:34 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,22/5/2012 11:41
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed May 23 21:12:52 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,23/5/2012 21:12
1101,1101,Independent,4b1eb46ef964a520281e24e3,3629,Fri May 25 18:37:36 +0000 2012,-360,51.047388,-114.08086,Coffee Shop,j2Ig_jtAflSrJCZwTFU62g,4,25/5/2012 18:37
1094,1094,Independent,4ec74ff493ad41338ca9361e,3629,Fri May 25 18:43:46 +0000 2012,-360,51.045025,-114.081407,Strip Club,R0TiQjTK-IuAq75bTLw0dw,2.5,25/5/2012 18:43
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Fri May 25 22:43:25 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,25/5/2012 22:43
905,905,Independent,4bd0da6fb221c9b61796d4d0,3629,Sun May 27 03:53:00 +0000 2012,-360,51.077601,-113.980284,Ice Cream Shop,V0Yu08uva4NVy1yyXyPw9A,1.5,27/5/2012 3:53
1207,1207,Independent,4b21a170f964a520373f24e3,3629,Sun May 27 20:20:55 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,3.5,27/5/2012 20:20
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sun May 27 20:49:43 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,27/5/2012 20:49
180,180,Independent,4b0586e6f964a520cd7322e3,3629,Mon May 28 04:47:24 +0000 2012,-360,50.949148,-113.982706,Casino,aBaXV2pCWpf4PcUbGcrs3g,2.5,28/5/2012 4:47
1207,1207,Independent,4b21a170f964a520373f24e3,3629,Mon May 28 05:33:57 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,3.5,28/5/2012 5:33
209,209,Independent,4b0586f0f964a520047722e3,3629,Mon May 28 19:26:38 +0000 2012,-360,50.989763,-114.097292,Hospital,lfNKrYIB8k_4KA8cQHyh1A,4,28/5/2012 19:26
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Mon May 28 21:48:43 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,28/5/2012 21:48
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Tue May 29 11:40:41 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,29/5/2012 11:40
1236,2102,Combined,4b68b6d1f964a520b8882be3,3629,Tue May 29 21:23:24 +0000 2012,-360,51.046493,-114.069757,Drugstore / Pharmacy,x6SbQhXbsczTIg5bDQ3vQA,2.5,29/5/2012 21:23
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Thu May 31 21:10:04 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,31/5/2012 21:10
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri Jun 01 11:51:13 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,1/6/2012 11:51
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Sat Jun 02 21:41:05 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,2/6/2012 21:41
904,904,Independent,4b9921d2f964a520956335e3,3629,Mon Jun 04 21:18:48 +0000 2012,-360,51.081906,-113.983865,Coffee Shop,2NXqT1TeirsUsb6Pawwg2w,4,4/6/2012 21:18
899,899,Independent,4b1ddc07f964a520f51524e3,3629,Mon Jun 04 21:19:40 +0000 2012,-360,51.079882,-113.987948,Strip Club,NUGXuxdv3ef0XGqNsoU4qg,2.5,4/6/2012 21:19
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed Jun 06 11:43:48 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,6/6/2012 11:43
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed Jun 06 21:22:59 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,6/6/2012 21:22
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Thu Jun 07 11:41:42 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,7/6/2012 11:41
1236,2102,Combined,4b68b6d1f964a520b8882be3,3629,Thu Jun 07 21:09:06 +0000 2012,-360,51.046493,-114.069757,Drugstore / Pharmacy,x6SbQhXbsczTIg5bDQ3vQA,2.5,7/6/2012 21:09
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri Jun 08 11:40:15 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,8/6/2012 11:40
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri Jun 08 21:43:38 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,8/6/2012 21:43
884,884,Independent,4b75f725f964a520ba322ee3,3629,Sat Jun 09 23:10:31 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,4,9/6/2012 23:10
884,884,Independent,4b75f725f964a520ba322ee3,3629,Sun Jun 10 22:22:18 +0000 2012,-360,51.079304,-113.9906,Grocery Store,pih0Ql0yOcVbLUI9eovGIA,4,10/6/2012 22:22
901,901,Independent,4c4a0f2dc668e21e0f6f15f8,3629,Sun Jun 10 22:42:57 +0000 2012,-360,51.080692,-113.988304,Automotive Shop,5pf9ajIWw3IV-HXeGGlt8w,3.5,10/6/2012 22:42
903,903,Independent,4b9edb4af964a5208c0637e3,3629,Sun Jun 10 22:49:00 +0000 2012,-360,51.081061,-113.982746,Drugstore / Pharmacy,WvRHQVs7fsz27RR5yFm13A,3.5,10/6/2012 22:49
905,905,Independent,4bd0da6fb221c9b61796d4d0,3629,Sun Jun 10 22:56:18 +0000 2012,-360,51.077601,-113.980284,Ice Cream Shop,V0Yu08uva4NVy1yyXyPw9A,1.5,10/6/2012 22:56
209,209,Independent,4b0586f0f964a520047722e3,3629,Mon Jun 11 17:18:14 +0000 2012,-360,50.989763,-114.097292,Hospital,lfNKrYIB8k_4KA8cQHyh1A,4,11/6/2012 17:18
903,903,Independent,4b9edb4af964a5208c0637e3,3629,Mon Jun 11 21:49:18 +0000 2012,-360,51.081061,-113.982746,Drugstore / Pharmacy,WvRHQVs7fsz27RR5yFm13A,3.5,11/6/2012 21:49
1207,1207,Independent,4b21a170f964a520373f24e3,3629,Tue Jun 12 18:28:17 +0000 2012,-360,51.046256,-114.056676,Light Rail,gvx8rtsk9VMjCv8sTCm04A,3.5,12/6/2012 18:28
1094,1094,Independent,4ec74ff493ad41338ca9361e,3629,Tue Jun 12 19:50:46 +0000 2012,-360,51.045025,-114.081407,Strip Club,R0TiQjTK-IuAq75bTLw0dw,2.5,12/6/2012 19:50
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Wed Jun 13 21:20:29 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,13/6/2012 21:20
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Fri Jun 15 11:39:13 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,15/6/2012 11:39
1239,2105,Combined,4b76ed79f964a5205f6b2ee3,3629,Sat Jun 16 21:19:37 +0000 2012,-360,51.045706,-114.067115,Fast Food Restaurant,LVbwNQX1FjdYvy7HighxIw,2,16/6/2012 21:19
1236,2102,Combined,4b68b6d1f964a520b8882be3,3629,Sat Jun 16 21:31:27 +0000 2012,-360,51.046493,-114.069757,Drugstore / Pharmacy,x6SbQhXbsczTIg5bDQ3vQA,2.5,16/6/2012 21:31
