User_id,Location_id,Item_id,POI_Type,TimeStamp,Zone,Latitude,Longitude,L2_Category_name,name,stars,Time,Date,clusters,POI,L1_Category_name,L1_Category,counts,new_time
0,0,0,0,Tue Apr 24 13:08:15 +0000 2012,-360,51.082188,-114.00032,0,Sheraton Cavalier Calgary Hotel,4.0,13:08:15,2012424,0,Independent,0,Travel & Transport,5,13
0,14,14,0,Tue Apr 24 22:29:38 +0000 2012,-360,51.129839000000004,-114.011995,12,Starbucks,3.5,22:29:38,2012424,3,Independent,1,Food,5,22
0,15,15,0,Tue Jan 29 14:47:02 +0000 2013,-420,51.045041999999995,-114.06241000000001,0,Calgary Marriott Downtown Hotel,3.5,14:47:02,2013129,1,Independent,0,Travel & Transport,4,14
0,16,16,0,Tue Jan 29 23:06:05 +0000 2013,-420,51.048563,-114.07473799999998,13,Gyu-Kaku Japanese BBQ,4.5,23:06:05,2013129,1,Independent,1,Food,4,23
0,5,5,0,Tue Jan 29 23:34:57 +0000 2013,-420,51.047791,-114.072502,4,Local 522,3.5,23:34:57,2013129,1,Independent,2,Nightlife Spot,4,23
0,15,15,0,Tue Jan 29 23:37:43 +0000 2013,-420,51.045041999999995,-114.06241000000001,0,Calgary Marriott Downtown Hotel,3.5,23:37:43,2013129,1,Independent,0,Travel & Transport,4,23
0,17,17,0,Mon Jul 08 12:24:04 +0000 2013,-360,51.03845,-114.088021,0,Hotel Elan,5.0,12:24:04,2013708,2,Independent,0,Travel & Transport,5,12
0,18,18,1,Mon Jul 08 19:28:01 +0000 2013,-360,51.04482700000001,-114.068849,5,Starbucks,4.0,19:28:01,2013708,1,Combined,1,Food,5,19
0,19,19,0,Mon Jul 08 19:28:36 +0000 2013,-360,51.044533,-114.063019,10,Ruth's Chris Steak House,4.0,19:28:36,2013708,1,Independent,1,Food,5,19
0,12,12,1,Mon Jul 08 22:52:29 +0000 2013,-360,51.051997,-114.06984299999999,10,Flower & Wolf,4.5,22:52:29,2013708,1,Combined,1,Food,5,22
0,20,12,1,Mon Jul 08 22:52:33 +0000 2013,-360,51.052170000000004,-114.06963400000001,2,The Barley Mill,3.5,22:52:33,2013708,1,Combined,2,Nightlife Spot,5,22
0,21,20,0,Tue Jul 09 18:09:19 +0000 2013,-360,51.049681,-114.069102,1,The Keg Steakhouse + Bar - Calgary,3.5,18:09:19,2013709,1,Independent,1,Food,3,18
0,22,21,0,Tue Jul 09 18:09:39 +0000 2013,-360,51.049652,-114.069732,5,Starbucks,3.5,18:09:39,2013709,1,Independent,1,Food,3,18
0,23,22,0,Tue Jul 09 21:44:09 +0000 2013,-360,51.049365,-114.069418,4,Spur Gastropub,3.0,21:44:09,2013709,1,Independent,2,Nightlife Spot,3,21
0,24,23,1,Wed Jul 10 00:48:23 +0000 2013,-360,51.045359999999995,-114.06280500000001,10,Milestones,3.5,0:48:23,2013710,1,Combined,1,Food,5,0
0,25,23,1,Wed Jul 10 00:48:44 +0000 2013,-360,51.045534,-114.06261699999999,10,Thomsons Restaurant,3.5,0:48:44,2013710,1,Combined,1,Food,5,0
0,26,24,0,Wed Jul 10 01:09:03 +0000 2013,-360,51.037997999999995,-114.08771200000001,14,Boston Pizza,2.5,1:09:03,2013710,2,Independent,1,Food,5,1
0,27,25,0,Wed Jul 10 17:11:53 +0000 2013,-360,51.045404,-114.077451,12,Timothy's World Coffee,2.0,17:11:53,2013710,2,Independent,1,Food,5,17
0,28,26,0,Wed Jul 10 17:12:21 +0000 2013,-360,51.04506,-114.07633999999999,4,Soho Bar & Grill,3.5,17:12:21,2013710,2,Independent,2,Nightlife Spot,5,17
0,29,27,0,Thu Aug 22 12:38:19 +0000 2013,-360,51.047071,-114.080872,0,Sandman Hotel Calgary City Centre,2.0,12:38:19,2013822,2,Independent,0,Travel & Transport,2,12
0,30,28,0,Thu Aug 22 12:38:49 +0000 2013,-360,51.047388,-114.08086000000002,5,Tim Hortons,4.0,12:38:49,2013822,2,Independent,1,Food,2,12
1,31,29,0,Sat May 05 11:17:35 +0000 2012,-360,50.95114,-114.00219399999999,15,McDonald's,2.5,11:17:35,2012505,4,Independent,1,Food,3,11
1,32,30,0,Sat May 05 12:23:19 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,12:23:19,2012505,1,Independent,0,Travel & Transport,3,12
1,33,18,1,Sat May 05 21:40:26 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,21:40:26,2012505,1,Combined,3,Shop & Service,3,21
1,34,31,1,Tue May 08 11:44:15 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:44:15,2012508,1,Combined,1,Food,4,11
1,35,32,0,Tue May 08 22:02:52 +0000 2012,-360,51.081866999999995,-113.990926,18,Staples Calgary N.E.,3.0,22:02:52,2012508,0,Independent,3,Shop & Service,4,22
1,36,33,0,Tue May 08 22:06:10 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,22:06:10,2012508,0,Independent,2,Nightlife Spot,4,22
1,37,34,1,Tue May 08 23:00:09 +0000 2012,-360,51.072853,-113.98543799999999,20,Sport Chek - Sunridge Mall,2.5,23:00:09,2012508,0,Combined,3,Shop & Service,4,23
1,38,35,0,Thu May 10 18:18:15 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,18:18:15,2012510,2,Independent,2,Nightlife Spot,2,18
1,39,36,0,Thu May 10 20:20:33 +0000 2012,-360,51.077565,-113.989935,21,Rona Home & Garden,3.0,20:20:33,2012510,0,Independent,3,Shop & Service,2,20
1,39,36,0,Fri May 11 21:36:59 +0000 2012,-360,51.077565,-113.989935,21,Rona Home & Garden,3.0,21:36:59,2012511,0,Independent,3,Shop & Service,2,21
1,40,37,0,Fri May 11 21:37:43 +0000 2012,-360,51.079304,-113.9906,22,Costco Wholesale,4.0,21:37:43,2012511,0,Independent,3,Shop & Service,2,21
1,31,29,0,Sun May 13 11:09:03 +0000 2012,-360,50.95114,-114.00219399999999,15,McDonald's,2.5,11:09:03,2012513,4,Independent,1,Food,2,11
1,34,31,1,Sun May 13 21:15:47 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:15:47,2012513,1,Combined,1,Food,2,21
1,34,31,1,Mon May 14 11:42:06 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:42:06,2012514,1,Combined,1,Food,2,11
1,34,31,1,Mon May 14 21:37:41 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:37:41,2012514,1,Combined,1,Food,2,21
1,34,31,1,Wed May 16 11:43:56 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:43:56,2012516,1,Combined,1,Food,3,11
1,36,33,0,Wed May 16 20:54:17 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,20:54:17,2012516,0,Independent,2,Nightlife Spot,3,20
1,41,38,0,Wed May 16 23:17:41 +0000 2012,-360,51.077187,-113.987746,23,Future Shop,1.5,23:17:41,2012516,0,Independent,3,Shop & Service,3,23
1,42,18,1,Fri May 18 20:52:36 +0000 2012,-360,51.045728999999994,-114.071125,23,iPhix,1.5,20:52:36,2012518,1,Combined,3,Shop & Service,2,20
1,34,31,1,Fri May 18 21:15:03 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:15:03,2012518,1,Combined,1,Food,2,21
1,34,31,1,Sat May 19 05:48:21 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,5:48:21,2012519,1,Combined,1,Food,3,5
1,43,18,1,Sat May 19 18:02:59 +0000 2012,-360,51.04605,-114.07094199999999,15,Villa Madina,3.0,18:02:59,2012519,1,Combined,1,Food,3,18
1,34,31,1,Sat May 19 18:28:32 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,18:28:32,2012519,1,Combined,1,Food,3,18
1,31,29,0,Mon May 21 11:15:08 +0000 2012,-360,50.95114,-114.00219399999999,15,McDonald's,2.5,11:15:08,2012521,4,Independent,1,Food,4,11
1,44,39,0,Mon May 21 12:18:40 +0000 2012,-360,51.045201,-114.05663100000001,24,City Hall and Municipal Complex,3.0,12:18:40,2012521,1,Independent,5,Professional & Other Places,4,12
1,34,31,1,Mon May 21 20:45:18 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,20:45:18,2012521,1,Combined,1,Food,4,20
1,45,40,0,Mon May 21 21:18:27 +0000 2012,-360,51.044470000000004,-114.062977,25,Calgary Tower,3.5,21:18:27,2012521,1,Independent,4,Arts & Entertainment,4,21
1,30,28,0,Fri May 25 18:37:36 +0000 2012,-360,51.047388,-114.08086000000002,5,Tim Hortons,4.0,18:37:36,2012525,2,Independent,1,Food,3,18
1,38,35,0,Fri May 25 18:43:46 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,18:43:46,2012525,2,Independent,2,Nightlife Spot,3,18
1,36,33,0,Fri May 25 22:43:25 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,22:43:25,2012525,0,Independent,2,Nightlife Spot,3,22
1,46,41,0,Sun May 27 03:53:00 +0000 2012,-360,51.077601,-113.98028400000001,8,DQ Grill & Chill Restaurant,1.5,3:53:00,2012527,0,Independent,1,Food,3,3
1,32,30,0,Sun May 27 20:20:55 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,20:20:55,2012527,1,Independent,0,Travel & Transport,3,20
1,34,31,1,Sun May 27 20:49:43 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,20:49:43,2012527,1,Combined,1,Food,3,20
1,47,42,0,Mon May 28 04:47:24 +0000 2012,-360,50.949148,-113.98270600000001,7,Deerfoot Inn & Casino,2.5,4:47:24,2012528,4,Independent,4,Arts & Entertainment,4,4
1,32,30,0,Mon May 28 05:33:57 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,5:33:57,2012528,1,Independent,0,Travel & Transport,4,5
1,48,43,0,Mon May 28 19:26:38 +0000 2012,-360,50.989763,-114.097292,26,Rockyview General Hospital,4.0,19:26:38,2012528,5,Independent,5,Professional & Other Places,4,19
1,34,31,1,Mon May 28 21:48:43 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:48:43,2012528,1,Combined,1,Food,4,21
1,34,31,1,Tue May 29 11:40:41 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:40:41,2012529,1,Combined,1,Food,2,11
1,33,18,1,Tue May 29 21:23:24 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,21:23:24,2012529,1,Combined,3,Shop & Service,2,21
1,49,44,0,Mon Jun 04 21:18:48 +0000 2012,-360,51.081906,-113.983865,5,Tim Hortons,4.0,21:18:48,2012604,0,Independent,1,Food,2,21
1,36,33,0,Mon Jun 04 21:19:40 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,21:19:40,2012604,0,Independent,2,Nightlife Spot,2,21
1,34,31,1,Wed Jun 06 11:43:48 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:43:48,2012606,1,Combined,1,Food,2,11
1,34,31,1,Wed Jun 06 21:22:59 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:22:59,2012606,1,Combined,1,Food,2,21
1,34,31,1,Thu Jun 07 11:41:42 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:41:42,2012607,1,Combined,1,Food,2,11
1,33,18,1,Thu Jun 07 21:09:06 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,21:09:06,2012607,1,Combined,3,Shop & Service,2,21
1,34,31,1,Fri Jun 08 11:40:15 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:40:15,2012608,1,Combined,1,Food,2,11
1,34,31,1,Fri Jun 08 21:43:38 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:43:38,2012608,1,Combined,1,Food,2,21
1,40,37,0,Sun Jun 10 22:22:18 +0000 2012,-360,51.079304,-113.9906,22,Costco Wholesale,4.0,22:22:18,2012610,0,Independent,3,Shop & Service,4,22
1,50,45,0,Sun Jun 10 22:42:57 +0000 2012,-360,51.080692,-113.988304,27,Edo Ichiban,3.5,22:42:57,2012610,0,Independent,3,Shop & Service,4,22
1,51,46,0,Sun Jun 10 22:49:00 +0000 2012,-360,51.081061,-113.98274599999999,17,London Drugs,3.5,22:49:00,2012610,0,Independent,3,Shop & Service,4,22
1,46,41,0,Sun Jun 10 22:56:18 +0000 2012,-360,51.077601,-113.98028400000001,8,DQ Grill & Chill Restaurant,1.5,22:56:18,2012610,0,Independent,1,Food,4,22
1,48,43,0,Mon Jun 11 17:18:14 +0000 2012,-360,50.989763,-114.097292,26,Rockyview General Hospital,4.0,17:18:14,2012611,5,Independent,5,Professional & Other Places,2,17
1,51,46,0,Mon Jun 11 21:49:18 +0000 2012,-360,51.081061,-113.98274599999999,17,London Drugs,3.5,21:49:18,2012611,0,Independent,3,Shop & Service,2,21
1,32,30,0,Tue Jun 12 18:28:17 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,18:28:17,2012612,1,Independent,0,Travel & Transport,2,18
1,38,35,0,Tue Jun 12 19:50:46 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,19:50:46,2012612,2,Independent,2,Nightlife Spot,2,19
1,34,31,1,Sat Jun 16 21:19:37 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:19:37,2012616,1,Combined,1,Food,2,21
1,33,18,1,Sat Jun 16 21:31:27 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,21:31:27,2012616,1,Combined,3,Shop & Service,2,21
1,37,34,1,Sun Jun 17 21:04:41 +0000 2012,-360,51.072853,-113.98543799999999,20,Sport Chek - Sunridge Mall,2.5,21:04:41,2012617,0,Combined,3,Shop & Service,2,21
1,52,34,1,Sun Jun 17 21:11:47 +0000 2012,-360,51.073339000000004,-113.98664199999999,28,Claires Sunridge Mall,1.0,21:11:47,2012617,0,Combined,3,Shop & Service,2,21
1,38,35,0,Tue Jun 26 18:48:41 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,18:48:41,2012626,2,Independent,2,Nightlife Spot,3,18
1,53,31,1,Tue Jun 26 19:38:53 +0000 2012,-360,51.045605,-114.067154,29,Dollarama,2.5,19:38:53,2012626,1,Combined,3,Shop & Service,3,19
1,34,31,1,Tue Jun 26 19:44:06 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,19:44:06,2012626,1,Combined,1,Food,3,19
1,31,29,0,Mon Jul 02 11:09:13 +0000 2012,-360,50.95114,-114.00219399999999,15,McDonald's,2.5,11:09:13,2012702,4,Independent,1,Food,2,11
1,34,31,1,Mon Jul 02 21:36:52 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:36:52,2012702,1,Combined,1,Food,2,21
1,54,47,0,Wed Jul 04 19:05:44 +0000 2012,-360,51.046101,-114.099096,30,Greyhound Bus Lines,2.0,19:05:44,2012704,2,Independent,0,Travel & Transport,2,19
1,34,31,1,Wed Jul 04 19:34:05 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,19:34:05,2012704,1,Combined,1,Food,2,19
1,55,31,1,Thu Jul 05 18:40:00 +0000 2012,-360,51.04561500000001,-114.06430800000001,20,Sport Chek Stephen Avenue,3.0,18:40:00,2012705,1,Combined,3,Shop & Service,3,18
1,37,34,1,Thu Jul 05 19:44:35 +0000 2012,-360,51.072853,-113.98543799999999,20,Sport Chek - Sunridge Mall,2.5,19:44:35,2012705,0,Combined,3,Shop & Service,3,19
1,56,34,1,Thu Jul 05 19:44:58 +0000 2012,-360,51.074754,-113.98506100000002,28,The Bay,3.5,19:44:58,2012705,0,Combined,3,Shop & Service,3,19
1,34,31,1,Sat Jul 07 21:01:34 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:01:34,2012707,1,Combined,1,Food,2,21
1,33,18,1,Sat Jul 07 21:13:50 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,21:13:50,2012707,1,Combined,3,Shop & Service,2,21
1,34,31,1,Mon Jul 09 11:40:17 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:40:17,2012709,1,Combined,1,Food,2,11
1,34,31,1,Mon Jul 09 21:23:48 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:23:48,2012709,1,Combined,1,Food,2,21
1,53,31,1,Tue Jul 10 21:23:21 +0000 2012,-360,51.045605,-114.067154,29,Dollarama,2.5,21:23:21,2012710,1,Combined,3,Shop & Service,2,21
1,34,31,1,Tue Jul 10 21:31:45 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:31:45,2012710,1,Combined,1,Food,2,21
1,34,31,1,Wed Jul 11 11:41:46 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,11:41:46,2012711,1,Combined,1,Food,3,11
1,35,32,0,Wed Jul 11 21:09:56 +0000 2012,-360,51.081866999999995,-113.990926,18,Staples Calgary N.E.,3.0,21:09:56,2012711,0,Independent,3,Shop & Service,3,21
1,51,46,0,Wed Jul 11 21:14:49 +0000 2012,-360,51.081061,-113.98274599999999,17,London Drugs,3.5,21:14:49,2012711,0,Independent,3,Shop & Service,3,21
1,55,31,1,Thu Jul 12 18:10:25 +0000 2012,-360,51.04561500000001,-114.06430800000001,20,Sport Chek Stephen Avenue,3.0,18:10:25,2012712,1,Combined,3,Shop & Service,3,18
1,38,35,0,Thu Jul 12 18:30:52 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,18:30:52,2012712,2,Independent,2,Nightlife Spot,3,18
1,57,18,1,Thu Jul 12 20:22:49 +0000 2012,-360,51.044740999999995,-114.06856499999999,15,Fatburger,3.0,20:22:49,2012712,1,Combined,1,Food,3,20
1,58,48,1,Fri Jul 13 17:36:39 +0000 2012,-360,51.108174,-114.04164399999999,31,Holy Smoke BBQ,5.0,17:36:39,2012713,3,Combined,3,Shop & Service,2,17
1,59,48,1,Fri Jul 13 17:42:27 +0000 2012,-360,51.107214,-114.038,28,Walmart,2.0,17:42:27,2012713,3,Combined,3,Shop & Service,2,17
1,33,18,1,Tue Jul 24 20:37:47 +0000 2012,-360,51.046493,-114.06975700000001,17,Shopper's Drug Mart,2.5,20:37:47,2012724,1,Combined,3,Shop & Service,2,20
1,34,31,1,Tue Jul 24 21:02:10 +0000 2012,-360,51.045706,-114.06711499999999,15,McDonald's,2.0,21:02:10,2012724,1,Combined,1,Food,2,21
1,56,34,1,Sun Jul 29 19:14:27 +0000 2012,-360,51.074754,-113.98506100000002,28,The Bay,3.5,19:14:27,2012729,0,Combined,3,Shop & Service,2,19
1,37,34,1,Sun Jul 29 19:20:24 +0000 2012,-360,51.072853,-113.98543799999999,20,Sport Chek - Sunridge Mall,2.5,19:20:24,2012729,0,Combined,3,Shop & Service,2,19
1,46,41,0,Mon Jul 30 03:45:43 +0000 2012,-360,51.077601,-113.98028400000001,8,DQ Grill & Chill Restaurant,1.5,3:45:43,2012730,0,Independent,1,Food,5,3
1,32,30,0,Mon Jul 30 16:28:47 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,16:28:47,2012730,1,Independent,0,Travel & Transport,5,16
1,60,49,1,Mon Jul 30 17:07:16 +0000 2012,-360,50.997394,-114.073559,20,Sport Chek Chinook Centre,2.5,17:07:16,2012730,5,Combined,3,Shop & Service,5,17
1,61,50,1,Mon Jul 30 18:44:54 +0000 2012,-360,51.016164,-114.16945,32,Cineplex Odeon Westhills Cinemas,3.5,18:44:54,2012730,6,Combined,4,Arts & Entertainment,5,18
1,36,33,0,Mon Jul 30 20:28:17 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,20:28:17,2012730,0,Independent,2,Nightlife Spot,5,20
1,38,35,0,Fri Sep 14 18:17:09 +0000 2012,-360,51.045025,-114.08140700000001,19,Boudoir Rouge,2.5,18:17:09,2012914,2,Independent,2,Nightlife Spot,3,18
1,40,37,0,Fri Sep 14 20:42:02 +0000 2012,-360,51.079304,-113.9906,22,Costco Wholesale,4.0,20:42:02,2012914,0,Independent,3,Shop & Service,3,20
1,62,51,0,Fri Sep 14 20:47:03 +0000 2012,-360,51.08202,-113.989727,23,Memory Express,3.5,20:47:03,2012914,0,Independent,3,Shop & Service,3,20
1,51,46,0,Sat Sep 15 03:32:04 +0000 2012,-360,51.081061,-113.98274599999999,17,London Drugs,3.5,3:32:04,2012915,0,Independent,3,Shop & Service,2,3
1,36,33,0,Sat Sep 15 21:18:31 +0000 2012,-360,51.079882,-113.987948,19,CatHouse,2.5,21:18:31,2012915,0,Independent,2,Nightlife Spot,2,21
2,63,52,0,Wed Apr 04 00:42:25 +0000 2012,-360,51.04665,-114.08074099999999,15,McDonalds,2.0,0:42:25,2012404,2,Independent,1,Food,2,0
2,64,53,1,Wed Apr 04 23:51:13 +0000 2012,-360,50.905549,-114.06498500000001,22,Safeway,4.0,23:51:13,2012404,7,Combined,3,Shop & Service,2,23
2,65,54,0,Wed Apr 11 00:26:18 +0000 2012,-360,51.062616999999996,-114.09255,33,Southern Alberta Jubilee Auditorium,4.0,0:26:18,2012411,2,Independent,4,Arts & Entertainment,2,0
2,63,52,0,Wed Apr 11 05:02:31 +0000 2012,-360,51.04665,-114.08074099999999,15,McDonalds,2.0,5:02:31,2012411,2,Independent,1,Food,2,5
2,32,30,0,Sat Apr 14 02:22:21 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,2:22:21,2012414,1,Independent,0,Travel & Transport,3,2
2,66,55,0,Sat Apr 14 02:42:37 +0000 2012,-360,51.071065999999995,-113.982918,2,Shillelagh's Pub,2.0,2:42:37,2012414,0,Independent,2,Nightlife Spot,3,2
2,67,56,0,Sat Apr 14 06:15:15 +0000 2012,-360,51.074208,-113.99083600000002,32,Cineplex Odeon Sunridge Spectrum Cinemas,3.0,6:15:15,2012414,0,Independent,4,Arts & Entertainment,3,6
2,63,52,0,Wed Apr 18 00:47:28 +0000 2012,-360,51.04665,-114.08074099999999,15,McDonalds,2.0,0:47:28,2012418,2,Independent,1,Food,2,0
2,68,57,0,Wed Apr 18 23:21:54 +0000 2012,-360,51.037535,-114.05173300000001,34,Scotiabank Saddledome,3.5,23:21:54,2012418,1,Independent,4,Arts & Entertainment,2,23
2,69,58,1,Sat May 05 04:27:03 +0000 2012,-360,50.98744600000001,-114.04546299999998,14,Boston Pizza,3.0,4:27:03,2012505,5,Combined,1,Food,2,4
2,68,57,0,Sat May 05 23:53:15 +0000 2012,-360,51.037535,-114.05173300000001,34,Scotiabank Saddledome,3.5,23:53:15,2012505,1,Independent,4,Arts & Entertainment,2,23
2,70,59,0,Sun May 06 17:18:29 +0000 2012,-360,51.077457,-114.003429,0,Executive Royal Hotel,4.0,17:18:29,2012506,0,Independent,0,Travel & Transport,2,17
2,32,30,0,Sun May 06 19:48:36 +0000 2012,-360,51.046256,-114.056676,16,City Hall LRT Station,3.5,19:48:36,2012506,1,Independent,0,Travel & Transport,2,19
2,71,60,0,Sun May 13 00:20:34 +0000 2012,-360,50.89918,-114.065523,5,Tim Hortons,2.0,0:20:34,2012513,7,Independent,1,Food,3,0
2,72,61,0,Sun May 13 04:18:04 +0000 2012,-360,50.900895,-114.06168899999999,28,Walmart,3.0,4:18:04,2012513,7,Independent,3,Shop & Service,3,4
2,68,57,0,Sun May 13 19:28:42 +0000 2012,-360,51.037535,-114.05173300000001,34,Scotiabank Saddledome,3.5,19:28:42,2012513,1,Independent,4,Arts & Entertainment,3,19
2,73,49,1,Sat May 19 00:28:56 +0000 2012,-360,50.99612800000001,-114.07385,35,HMV,3.0,0:28:56,2012519,5,Combined,3,Shop & Service,6,0
2,74,49,1,Sat May 19 00:43:21 +0000 2012,-360,50.997526,-114.07338700000001,20,Sport Chek Chinook Centre,2.5,0:43:21,2012519,5,Combined,3,Shop & Service,6,0
2,75,49,1,Sat May 19 01:17:08 +0000 2012,-360,50.999968,-114.07293200000001,36,Tory Burch,4.0,1:17:08,2012519,5,Combined,3,Shop & Service,6,1
