Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,Time,Date,POI,Category,name,stars,L2_Category_name,clusters,L1_Category_name,L1_Category
33,28,0,4,35.086449,-80.889071,20:12:41,20121222,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
36,31,1,4,35.053292,-80.848558,18:28:10,2012404,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
47,38,0,4,35.090421,-80.856182,19:16:57,2012404,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,19:23:05,2012404,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
39,6,1,4,35.220319,-80.943596,10:10:45,2012405,Combined,Fast Food Restaurant,Chili's Too!,2.5,26,2,2,Food
53,6,1,4,35.22045,-80.943747,10:11:41,2012405,Combined,Sandwich Place,Burger King,2,35,2,2,Food
46,37,0,4,35.056533,-80.813948,20:47:33,2012408,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
44,36,0,4,35.085959,-80.886824,4:48:08,2012411,Independent,Diner,The Dive N,4.5,31,6,2,Food
33,28,0,4,35.086449,-80.889071,4:48:28,2012411,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
54,43,0,4,35.094817,-80.876631,0:15:31,2012413,Independent,Pet Store,Petsmart,4,29,6,5,Shop & Service
55,44,1,4,35.10671,-80.877528,16:53:57,2012413,Combined,Shoe Store,DSW Designer Shoe Warehouse,3,36,6,5,Shop & Service
55,44,1,4,35.10671,-80.877528,16:54:18,2012413,Combined,Shoe Store,DSW Designer Shoe Warehouse,3,36,6,5,Shop & Service
44,36,0,4,35.085959,-80.886824,16:09:21,2012414,Independent,Diner,The Dive N,4.5,31,6,2,Food
56,34,1,4,35.08744,-80.877847,17:00:13,2012414,Combined,Bank,Wells Fargo Bank,2,37,6,5,Shop & Service
54,43,0,4,35.094817,-80.876631,17:05:01,2012414,Independent,Pet Store,Petsmart,4,29,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,17:53:55,2012414,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,20:55:54,2012415,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
38,33,1,4,35.082129,-80.876713,18:54:05,2012416,Combined,Mall,Carolina Place Mall,3.5,25,6,5,Shop & Service
57,6,1,4,35.220266,-80.944541,16:40:37,2012417,Combined,American Restaurant,Genghis Grill,2.5,13,2,2,Food
57,6,1,4,35.220266,-80.944541,16:41:01,2012417,Combined,American Restaurant,Genghis Grill,2.5,13,2,2,Food
33,28,0,4,35.086449,-80.889071,19:19:45,2012418,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
47,38,0,4,35.090421,-80.856182,16:23:37,2012422,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
58,45,0,4,35.087116,-80.849719,17:06:51,2012422,Independent,Burger Joint,McDonald's,2,38,6,2,Food
33,28,0,4,35.086449,-80.889071,14:14:08,2012423,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
56,34,1,4,35.08744,-80.877847,14:30:49,2012423,Combined,Bank,Wells Fargo Bank,2,37,6,5,Shop & Service
54,43,0,4,35.094817,-80.876631,14:31:22,2012423,Independent,Pet Store,Petsmart,4,29,6,5,Shop & Service
59,46,0,4,35.13431,-80.893661,14:53:14,2012423,Independent,Government Building,DMV,2,39,4,6,Professional & Other Places
60,44,1,4,35.105814,-80.880052,15:10:50,2012423,Combined,Grocery Store,Dollar Tree,3.5,21,6,5,Shop & Service
61,44,1,4,35.107286,-80.880468,15:27:04,2012423,Combined,Burger Joint,McDonald's,1.5,38,6,2,Food
33,28,0,4,35.086449,-80.889071,9:40:05,2012429,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,20:54:44,2012429,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,1:08:10,2012502,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
61,44,1,4,35.107286,-80.880468,15:58:23,2012503,Combined,Burger Joint,McDonald's,1.5,38,6,2,Food
33,28,0,4,35.086449,-80.889071,3:22:39,2012505,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,21:00:36,2012506,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
52,42,0,4,35.079601,-80.828905,23:18:25,2012506,Independent,Italian Restaurant,Riccio's Italian Restaurant,4,34,7,2,Food
62,47,0,4,35.088211,-80.88663,17:03:09,2012509,Independent,Automotive Shop,Stacy Holloway-Hair,5,24,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,17:47:45,2012509,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
63,34,1,4,35.086629,-80.879738,18:19:00,2012509,Combined,Paper / Office Supplies Store,Office Depot,3,15,6,5,Shop & Service
64,6,1,4,35.220217,-80.943687,17:57:01,2012510,Combined,Mexican Restaurant,Tequileria,2,30,2,2,Food
65,34,1,4,35.089039,-80.878544,19:57:29,2012511,Combined,Electronics Store,Best Buy - Pineville,2.5,40,6,5,Shop & Service
66,48,0,4,35.055775,-80.85324,1:22:06,2012512,Independent,Burger Joint,Five Guys Burgers and Fries,4,38,6,2,Food
67,49,0,4,35.090466,-80.869519,17:13:45,2012512,Independent,Fast Food Restaurant,Wendy's,2,26,6,2,Food
33,28,0,4,35.086449,-80.889071,18:04:27,2012512,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
68,50,0,4,35.092536,-80.885493,18:13:14,2012512,Independent,Hardware Store,Harbor Freight Tools,4,27,6,5,Shop & Service
47,38,0,4,35.090421,-80.856182,21:25:46,2012512,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
47,38,0,4,35.090421,-80.856182,17:07:37,2012513,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
69,51,0,4,35.089451,-80.868715,19:13:28,2012516,Independent,Burger Joint,McDonald's,1.5,38,6,2,Food
33,28,0,4,35.086449,-80.889071,19:33:48,2012516,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,19:48:17,2012517,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
36,31,1,4,35.053292,-80.848558,20:41:43,2012517,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
47,38,0,4,35.090421,-80.856182,18:50:37,2012519,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
47,38,0,4,35.090421,-80.856182,16:56:35,2012523,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
70,52,0,4,35.088947,-80.921176,18:48:41,2012525,Independent,Flea Market,Barnyard Flea Market,3.5,41,4,5,Shop & Service
46,37,0,4,35.056533,-80.813948,21:00:59,2012527,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,3:17:59,2012529,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,19:21:47,2012529,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
71,53,0,4,35.090482,-80.869163,1:39:41,2012603,Independent,Pizza Place,Cicis,3,42,6,2,Food
46,37,0,4,35.056533,-80.813948,20:58:23,2012603,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
62,47,0,4,35.088211,-80.88663,17:10:59,2012606,Independent,Automotive Shop,Stacy Holloway-Hair,5,24,6,5,Shop & Service
49,39,0,4,35.112661,-80.920576,18:43:17,2012606,Independent,Fast Food Restaurant,Jack In the Box,2.5,26,4,2,Food
33,28,0,4,35.086449,-80.889071,20:19:42,2012606,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,19:54:52,2012607,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
54,43,0,4,35.094817,-80.876631,20:01:15,2012607,Independent,Pet Store,Petsmart,4,29,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,17:57:27,2012609,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
72,54,0,4,35.064718,-80.740521,22:36:56,2012609,Independent,Park,Colonel Francis Beatty Park,4,43,7,7,Outdoors & Recreation
46,37,0,4,35.056533,-80.813948,21:07:35,2012610,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
36,31,1,4,35.053292,-80.848558,20:43:27,2012612,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,21:35:57,2012612,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
54,43,0,4,35.094817,-80.876631,21:52:14,2012612,Independent,Pet Store,Petsmart,4,29,6,5,Shop & Service
39,6,1,4,35.220319,-80.943596,17:55:57,2012613,Combined,Fast Food Restaurant,Chili's Too!,2.5,26,2,2,Food
33,28,0,4,35.086449,-80.889071,19:49:29,2012626,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
73,55,0,4,35.14941,-80.896589,7:06:47,2012627,Independent,Fast Food Restaurant,Burger King,1.5,26,4,2,Food
74,56,1,4,35.163301,-80.887635,7:07:41,2012627,Combined,Fast Food Restaurant,McDonald's,2.5,26,3,2,Food
75,57,0,4,35.091783,-80.868259,15:24:48,2012705,Independent,Grocery Store,Aldi,4,21,6,5,Shop & Service
35,30,0,4,35.074293,-80.877539,17:53:52,2012708,Independent,Grocery Store,BJ's Wholesale Club,3.5,21,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,17:58:24,2012708,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
36,31,1,4,35.053292,-80.848558,18:21:45,2012708,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
76,58,0,4,35.054269,-80.846465,14:03:36,2012722,Independent,Automotive Shop,Firestone Complete Auto Care,2,24,6,5,Shop & Service
36,31,1,4,35.053292,-80.848558,14:04:59,2012722,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
77,59,1,4,35.08934,-80.865905,16:13:04,2012728,Combined,Sporting Goods Shop,Divers Supply Charlotte,1.5,28,6,5,Shop & Service
76,58,0,4,35.054269,-80.846465,16:52:33,2012729,Independent,Automotive Shop,Firestone Complete Auto Care,2,24,6,5,Shop & Service
46,37,0,4,35.056533,-80.813948,21:05:34,2012729,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
78,20,1,4,35.08793,-80.85917,23:27:12,2012810,Combined,American Restaurant,Chili's,2.5,13,6,2,Food
69,51,0,4,35.089451,-80.868715,11:28:44,2012811,Independent,Burger Joint,McDonald's,1.5,38,6,2,Food
79,41,1,4,35.059244,-80.813643,0:27:29,2012812,Combined,Ramen /  Noodle House,Nothing But Noodles,3.5,44,7,2,Food
33,28,0,4,35.086449,-80.889071,20:11:50,2012812,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
47,38,0,4,35.090421,-80.856182,22:36:58,2012812,Independent,Hardware Store,Lowe's Home Improvement Warehouse Stores,2,27,6,5,Shop & Service
36,31,1,4,35.053292,-80.848558,18:28:30,2012818,Combined,Grocery Store,Harris Teeter,4,21,6,5,Shop & Service
33,28,0,4,35.086449,-80.889071,17:16:36,2012822,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,20:58:17,2012909,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
44,36,0,4,35.085959,-80.886824,17:52:14,2013104,Independent,Diner,The Dive N,4.5,31,6,2,Food
44,36,0,4,35.085959,-80.886824,17:52:25,2013104,Independent,Diner,The Dive N,4.5,31,6,2,Food
33,28,0,4,35.086449,-80.889071,23:16:03,2013108,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
33,28,0,4,35.086449,-80.889071,18:13:45,2013112,Independent,Post Office,U S Post Office,2.5,23,6,6,Professional & Other Places
42,35,1,4,35.08673,-80.847101,19:26:59,2013112,Combined,Pet Store,Pet Supplies Plus,4,29,6,5,Shop & Service
80,60,1,4,35.130752,-80.711596,20:24:00,2013112,Combined,Music Store,Guitar Center,3,45,8,5,Shop & Service
81,61,0,4,35.055351,-80.851571,18:18:09,2013210,Independent,Restaurant,Subway,2,46,6,2,Food
42,35,1,4,35.08673,-80.847101,19:08:59,2013216,Combined,Pet Store,Pet Supplies Plus,4,29,6,5,Shop & Service
82,62,0,4,35.057838,-80.850577,19:46:01,2013227,Independent,Bank,Wells Fargo Bank,2,37,6,5,Shop & Service
83,63,0,4,35.091303,-80.845414,19:53:09,2013227,Independent,Post Office,US Post Office,3.5,23,6,6,Professional & Other Places
65,34,1,4,35.089039,-80.878544,20:07:04,2013227,Combined,Electronics Store,Best Buy - Pineville,2.5,40,6,5,Shop & Service
84,35,1,4,35.08684,-80.848869,1:35:24,2013228,Combined,Wings Joint,Flip-a-Lo????????????????€?s,4,47,6,2,Food
77,59,1,4,35.08934,-80.865905,17:14:43,2013306,Combined,Sporting Goods Shop,Divers Supply Charlotte,1.5,28,6,5,Shop & Service
68,50,0,4,35.092536,-80.885493,18:06:25,2013310,Independent,Hardware Store,Harbor Freight Tools,4,27,6,5,Shop & Service
46,37,0,4,35.056533,-80.813948,20:53:31,2013317,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
76,58,0,4,35.054269,-80.846465,12:12:32,2013329,Independent,Automotive Shop,Firestone Complete Auto Care,2,24,6,5,Shop & Service
46,37,0,4,35.056533,-80.813948,21:09:21,2013505,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,21:08:55,2013512,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
79,41,1,4,35.059244,-80.813643,1:13:21,2013519,Combined,Ramen /  Noodle House,Nothing But Noodles,3.5,44,7,2,Food
46,37,0,4,35.056533,-80.813948,20:37:12,2013526,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
46,37,0,4,35.056533,-80.813948,21:12:56,2013901,Independent,Church,Saint Matthew Catholic Church,4,32,7,6,Professional & Other Places
85,6,1,5,35.218605,-80.942416,12:04:41,2012409,Combined,Coffee Shop,Starbucks,2,14,2,2,Food
86,6,1,5,35.218093,-80.942245,12:06:00,2012409,Combined,Seafood Restaurant,Phillips Seafood,2.5,48,2,2,Food
87,64,0,5,35.213771,-80.943317,14:31:50,2012409,Independent,Plane,Charlotte International Airport Parking,3,12,2,4,Travel & Transport
88,6,1,5,35.219276,-80.942545,15:45:07,2012409,Combined,Burger Joint,Bad Daddy's Burger Bar,3,38,2,2,Food
64,6,1,5,35.220217,-80.943687,15:46:09,2012409,Combined,Mexican Restaurant,Tequileria,2,30,2,2,Food
87,64,0,5,35.213771,-80.943317,10:24:25,2012410,Independent,Plane,Charlotte International Airport Parking,3,12,2,4,Travel & Transport
64,6,1,5,35.220217,-80.943687,15:02:38,2012410,Combined,Mexican Restaurant,Tequileria,2,30,2,2,Food
53,6,1,5,35.22045,-80.943747,15:02:58,2012410,Combined,Sandwich Place,Burger King,2,35,2,2,Food
85,6,1,5,35.218605,-80.942416,11:00:15,2012411,Combined,Coffee Shop,Starbucks,2,14,2,2,Food
