Location_id,Item_id,POI_Type,User_id,Latitude,Longitude,L2_Category_name,name,stars,Time,Date,POI,clusters,L1_Category_name,L1_Category
17,11,1,0,33.48865,-112.082403,15,Subway,3.0,4:03:42,2012421,Independent,0,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,4:34:12,2012421,Independent,0,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,23:42:29,2012422,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,0:43:42,2012426,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,14:41:41,2012428,Independent,1,1,Shop & Service
19,13,1,0,33.485847,-112.06903,16,China Chili,4.0,2:49:47,2012429,Independent,0,2,Food
20,14,1,0,33.487849,-112.074505,8,Walgreens,2.5,3:43:50,2012429,Independent,0,1,Shop & Service
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,18:42:51,2012429,Independent,0,2,Food
21,15,1,0,33.495761,-112.2045,17,Lam's Seafood Market,3.5,20:27:30,2012429,Independent,5,2,Food
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,19:48:43,2012503,Independent,0,2,Food
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,4:10:15,2012505,Independent,0,2,Food
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,20:23:32,2012505,Combined,0,3,Arts & Entertainment
23,16,1,0,33.436051,-111.999527,19,Einstein Bros Bagels,3.0,21:06:15,2012506,Independent,1,2,Food
0,0,0,0,33.520454,-112.099745,0,Metro Montebello/19th Ave,3.5,22:07:08,2012506,Combined,0,0,Travel & Transport
2,0,0,0,33.522757,-112.09891299999998,2,Bank of America,1.5,22:13:35,2012506,Combined,0,1,Shop & Service
3,0,0,0,33.522777000000005,-112.09398799999998,3,Seva Beauty,3.0,22:34:41,2012506,Combined,0,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,2:08:12,2012509,Independent,1,1,Shop & Service
23,16,1,0,33.436051,-111.999527,19,Einstein Bros Bagels,3.0,2:36:05,2012509,Independent,1,2,Food
24,17,1,0,33.465483,-112.073146,8,CVS Pharmacy,2.5,21:39:38,2012510,Independent,2,1,Shop & Service
25,18,1,0,33.465521,-112.06354,20,Whataburger,3.5,22:21:01,2012510,Independent,2,2,Food
26,19,1,0,33.474393,-112.06492,21,Humble Pie,3.5,21:30:34,2012511,Independent,2,2,Food
27,20,1,0,33.47457,-112.064849,22,Lisa G Cafe and Wine Bar,4.0,3:26:26,2012512,Independent,2,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,21:56:25,2012512,Independent,0,1,Shop & Service
10,6,1,0,33.465472,-112.082981,9,Pei Wei,2.5,22:10:26,2012512,Independent,2,2,Food
28,21,1,0,33.486884,-112.083777,13,Bashas',2.5,22:18:50,2012512,Independent,0,1,Shop & Service
29,22,1,0,33.509523,-112.060233,21,Oregano's Pizza Bistro,3.5,1:41:24,2012513,Independent,4,2,Food
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,21:43:55,2012513,Independent,0,2,Food
30,23,1,0,33.494488,-112.083067,13,Natural Grocers,4.0,22:14:28,2012513,Independent,0,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,19:24:52,2012516,Independent,1,1,Shop & Service
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,4:03:02,2012517,Independent,0,2,Food
31,24,1,0,33.486813,-112.073891,10,Metro Phoenix Light Rail,4.0,22:55:21,2012518,Independent,0,0,Travel & Transport
32,25,1,0,33.50195,-111.95201000000002,23,Mary Elaine's,5.0,1:04:25,2012519,Independent,6,2,Food
33,26,1,0,33.49511,-112.079971,20,Whataburger,2.5,6:02:26,2012519,Independent,0,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,17:33:58,2012519,Independent,0,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,2:24:43,2012522,Independent,1,1,Shop & Service
34,10,0,0,33.50977,-112.043605,24,Cost Plus World Market,4.5,21:02:02,2012527,Combined,4,1,Shop & Service
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,22:06:44,2012527,Independent,0,2,Food
35,27,1,0,33.457887,-112.068443,6,Bliss Rebar,4.0,23:51:14,2012527,Independent,2,2,Food
8,4,1,0,33.435758,-111.997897,5,El Bravo Sky Harbor,2.5,22:39:47,2012528,Independent,1,2,Food
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,4:50:32,2012529,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,1:15:22,2012530,Independent,1,1,Shop & Service
36,28,0,0,33.509068,-112.070287,25,AutoZone Auto Parts,4.0,23:06:51,2012602,Combined,0,1,Shop & Service
37,29,0,0,33.510735,-112.085267,13,Fry's Food & Drug Stores,2.5,23:19:35,2012602,Combined,0,1,Shop & Service
38,30,1,0,33.494507,-111.995038,26,The Vig Arcadia,4.0,4:31:54,2012603,Independent,6,4,Nightlife Spot
39,31,1,0,33.479893,-112.091083,27,Original Hamburger Works,4.0,21:29:50,2012603,Independent,0,2,Food
40,32,0,0,33.453571999999994,-112.069194,28,AMC Arizona Center 24,3.0,0:58:45,2012604,Combined,2,3,Arts & Entertainment
23,16,1,0,33.436051,-111.999527,19,Einstein Bros Bagels,3.0,13:15:57,2012604,Independent,1,2,Food
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,14:12:09,2012604,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,16:32:08,2012606,Independent,1,1,Shop & Service
41,33,1,0,33.491616,-112.073432,6,FEZ,4.0,1:25:19,2012607,Independent,0,2,Food
8,4,1,0,33.435758,-111.997897,5,El Bravo Sky Harbor,2.5,15:22:20,2012607,Independent,1,2,Food
42,34,1,0,33.611108,-111.994168,13,Fry's Food & Drug Stores,3.0,20:41:18,2012610,Independent,7,1,Shop & Service
8,4,1,0,33.435758,-111.997897,5,El Bravo Sky Harbor,2.5,13:15:03,2012611,Independent,1,2,Food
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,19:49:41,2012616,Combined,0,3,Arts & Entertainment
15,0,0,0,33.521415000000005,-112.09548,13,Costco,3.5,22:47:58,2012616,Combined,0,1,Shop & Service
43,35,1,0,33.458791,-112.077595,29,Pita Jungle,3.5,23:01:20,2012616,Independent,2,2,Food
43,35,1,0,33.458791,-112.077595,29,Pita Jungle,3.5,23:04:56,2012616,Independent,2,2,Food
44,28,0,0,33.509996,-112.07222,13,AJ's Fine Foods,3.5,14:02:58,2012617,Combined,0,1,Shop & Service
45,36,1,0,33.39094,-112.013023,30,The Farm At South Mountain,4.0,16:08:39,2012617,Independent,1,1,Shop & Service
8,4,1,0,33.435758,-111.997897,5,El Bravo Sky Harbor,2.5,13:19:21,2012618,Independent,1,2,Food
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,20:54:59,2012620,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,15:37:29,2012627,Independent,1,1,Shop & Service
23,16,1,0,33.436051,-111.999527,19,Einstein Bros Bagels,3.0,16:10:56,2012627,Independent,1,2,Food
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,2:04:40,2012701,Combined,0,3,Arts & Entertainment
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,4:57:38,2012701,Combined,0,1,Shop & Service
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,0:37:44,2012703,Independent,0,2,Food
46,37,0,0,33.447369,-112.072896,6,The Arrogant Butcher,4.0,19:37:18,2012703,Combined,2,2,Food
40,32,0,0,33.453571999999994,-112.069194,28,AMC Arizona Center 24,3.0,2:47:55,2012704,Combined,2,3,Arts & Entertainment
47,38,1,0,33.581478000000004,-111.979103,13,Fry's Food & Drug Stores,3.5,22:03:33,2012704,Independent,7,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,18:44:39,2012705,Independent,1,1,Shop & Service
7,3,1,0,33.43736,-111.999649,7,Prairie News and Gifts,3.5,14:24:29,2012707,Independent,1,1,Shop & Service
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,1:58:01,2012708,Independent,0,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,23:26:22,2012710,Independent,0,1,Shop & Service
11,7,1,0,33.495619,-112.073802,10,Arco AMPM Station,1.0,23:12:03,2012727,Independent,0,0,Travel & Transport
11,7,1,0,33.495619,-112.073802,10,Arco AMPM Station,1.0,1:46:25,2012728,Independent,0,0,Travel & Transport
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,2:48:33,2012729,Independent,0,1,Shop & Service
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,15:14:57,2012729,Independent,0,2,Food
48,39,1,0,33.4791,-112.073512,9,Siu Wok,3.5,0:25:22,2012730,Independent,0,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,0:22:22,2012806,Independent,0,1,Shop & Service
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,1:04:42,2012810,Combined,0,1,Shop & Service
49,40,1,0,33.490891,-112.047951,31,Angelo's Lounge,2.5,2:38:25,2012811,Independent,4,4,Nightlife Spot
50,41,1,0,33.490961,-112.047954,31,Bar 1,4.0,4:34:13,2012811,Independent,4,4,Nightlife Spot
51,42,0,0,33.516672,-112.063028,32,Fashion Cleaners,4.5,21:47:46,2012811,Combined,4,1,Shop & Service
12,8,1,0,33.450507,-112.072668,11,A Magic Touch Mobile Massage,4.0,20:04:43,2012816,Independent,2,1,Shop & Service
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,23:54:47,2012816,Combined,0,1,Shop & Service
2,0,0,0,33.522757,-112.09891299999998,2,Bank of America,1.5,0:01:00,2012817,Combined,0,1,Shop & Service
15,0,0,0,33.521415000000005,-112.09548,13,Costco,3.5,19:23:28,2012909,Combined,0,1,Shop & Service
43,35,1,0,33.458791,-112.077595,29,Pita Jungle,3.5,21:06:38,2012909,Independent,2,2,Food
35,27,1,0,33.457887,-112.068443,6,Bliss Rebar,4.0,0:19:43,20121013,Independent,2,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,2:58:23,20121023,Independent,0,1,Shop & Service
40,32,0,0,33.453571999999994,-112.069194,28,AMC Arizona Center 24,3.0,2:45:14,20121027,Combined,2,3,Arts & Entertainment
52,43,1,0,33.488667,-112.082428,33,Great Clips,3.5,22:33:53,20121106,Independent,0,1,Shop & Service
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,22:51:22,20121106,Independent,0,1,Shop & Service
6,2,1,0,33.506915,-112.074183,6,Sweet Venezia,3.0,1:57:14,20121118,Independent,0,2,Food
9,5,1,0,33.465893,-112.060629,8,Urgent Care Plus,2.5,23:29:20,20121119,Independent,2,1,Shop & Service
31,24,1,0,33.486813,-112.073891,10,Metro Phoenix Light Rail,4.0,0:10:13,20121120,Independent,0,0,Travel & Transport
20,14,1,0,33.487849,-112.074505,8,Walgreens,2.5,0:11:51,20121120,Independent,0,1,Shop & Service
0,0,0,0,33.520454,-112.099745,0,Metro Montebello/19th Ave,3.5,19:48:00,20121123,Combined,0,0,Travel & Transport
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,19:54:25,20121123,Combined,0,1,Shop & Service
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,20:02:26,20121123,Combined,0,3,Arts & Entertainment
43,35,1,0,33.458791,-112.077595,29,Pita Jungle,3.5,23:21:08,20121123,Independent,2,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,4:39:27,20121124,Independent,0,1,Shop & Service
53,44,1,0,33.436868,-111.994392,20,McDonald's,2.0,13:09:23,20121126,Independent,1,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,22:24:49,20121201,Independent,0,1,Shop & Service
20,14,1,0,33.487849,-112.074505,8,Walgreens,2.5,23:56:50,20121201,Independent,0,1,Shop & Service
54,45,1,0,33.454991,-112.079923,21,Cibo,4.5,3:10:19,20121202,Independent,2,2,Food
55,46,1,0,33.458692,-112.069473,34,Phoenix First Fridays,4.0,3:22:53,20121208,Independent,2,3,Arts & Entertainment
35,27,1,0,33.457887,-112.068443,6,Bliss Rebar,4.0,5:36:33,20121208,Independent,2,2,Food
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,23:01:44,20121208,Combined,0,1,Shop & Service
56,47,1,0,33.490372,-112.06531,31,Cruisin' 7th,3.5,5:34:00,20121209,Independent,0,4,Nightlife Spot
57,48,1,0,33.500469,-112.074053,35,Lux Central,4.5,19:38:15,20121214,Independent,0,2,Food
9,5,1,0,33.465893,-112.060629,8,Urgent Care Plus,2.5,0:33:09,20121215,Independent,2,1,Shop & Service
58,49,1,0,33.500596,-112.074195,15,Pane Bianco,4.0,21:51:32,20121217,Independent,0,2,Food
59,50,1,0,33.436831,-111.999347,36,Great Steak,3.0,2:44:53,20121218,Independent,1,2,Food
60,51,0,0,33.510872,-112.028102,1,Biltmore Fashion Park,4.0,21:14:36,20121230,Combined,4,1,Shop & Service
34,10,0,0,33.50977,-112.043605,24,Cost Plus World Market,4.5,0:47:02,2013102,Combined,4,1,Shop & Service
30,23,1,0,33.494488,-112.083067,13,Natural Grocers,4.0,0:57:22,2013102,Independent,0,1,Shop & Service
35,27,1,0,33.457887,-112.068443,6,Bliss Rebar,4.0,1:15:08,2013102,Independent,2,2,Food
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,20:39:15,2013102,Combined,0,1,Shop & Service
3,0,0,0,33.522777000000005,-112.09398799999998,3,Seva Beauty,3.0,21:13:10,2013102,Combined,0,1,Shop & Service
59,50,1,0,33.436831,-111.999347,36,Great Steak,3.0,22:34:38,2013104,Independent,1,2,Food
20,14,1,0,33.487849,-112.074505,8,Walgreens,2.5,0:22:30,2013106,Independent,0,1,Shop & Service
16,10,0,0,33.510046,-112.045634,14,Total Wine & More,4.0,1:59:27,2013106,Combined,4,1,Shop & Service
61,51,0,0,33.510619,-112.028247,37,Royal Coffee Bar,4.0,2:22:43,2013106,Combined,4,2,Food
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,4:53:19,2013112,Independent,0,1,Shop & Service
62,52,1,0,33.524104,-112.065443,8,CVS Pharmacy,2.0,20:19:28,2013112,Independent,4,1,Shop & Service
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,20:42:45,2013112,Combined,0,3,Arts & Entertainment
2,0,0,0,33.522757,-112.09891299999998,2,Bank of America,1.5,22:11:52,2013112,Combined,0,1,Shop & Service
63,53,1,0,33.435272999999995,-112.074366,38,Lo-Lo's Chicken & Waffles,3.5,19:58:20,2013113,Independent,2,2,Food
64,54,1,0,33.508677,-112.082175,39,Antiques on Camelback,4.0,0:27:43,2013114,Independent,0,1,Shop & Service
65,55,1,0,33.436725,-111.994404,23,La Madeleine Country French Cafe,3.5,1:31:16,2013118,Independent,1,2,Food
9,5,1,0,33.465893,-112.060629,8,Urgent Care Plus,2.5,18:29:20,2013124,Independent,2,1,Shop & Service
66,56,1,0,33.466302,-112.065932,19,Einstein Bros Bagels,2.5,18:39:18,2013124,Independent,2,2,Food
31,24,1,0,33.486813,-112.073891,10,Metro Phoenix Light Rail,4.0,21:11:24,2013124,Independent,0,0,Travel & Transport
18,12,1,0,33.488271999999995,-112.081581,13,Safeway,2.5,4:31:52,2013203,Independent,0,1,Shop & Service
9,5,1,0,33.465893,-112.060629,8,Urgent Care Plus,2.5,23:11:53,2013204,Independent,2,1,Shop & Service
0,0,0,0,33.520454,-112.099745,0,Metro Montebello/19th Ave,3.5,17:12:23,2013205,Combined,0,0,Travel & Transport
2,0,0,0,33.522757,-112.09891299999998,2,Bank of America,1.5,17:15:20,2013205,Combined,0,1,Shop & Service
67,0,0,0,33.522904,-112.095368,40,America's Best Contacts & Eyeglasses,2.0,17:19:09,2013205,Combined,0,1,Shop & Service
3,0,0,0,33.522777000000005,-112.09398799999998,3,Seva Beauty,3.0,18:34:20,2013205,Combined,0,1,Shop & Service
68,57,1,0,33.506492,-112.073664,34,Twirl,4.5,17:44:15,2013210,Independent,0,3,Arts & Entertainment
57,48,1,0,33.500469,-112.074053,35,Lux Central,4.5,20:29:50,2013210,Independent,0,2,Food
22,0,0,0,33.521109,-112.094372,18,Harkins Theatres Christown 14,3.5,23:13:43,2013216,Combined,0,3,Arts & Entertainment
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,3:13:04,2013217,Independent,0,2,Food
69,58,1,0,33.510827,-112.09172,41,Nolan Joseph MD,4.0,20:26:38,2013225,Independent,0,5,Professional & Other Places
0,0,0,0,33.520454,-112.099745,0,Metro Montebello/19th Ave,3.5,21:08:37,2013225,Combined,0,0,Travel & Transport
15,0,0,0,33.521415000000005,-112.09548,13,Costco,3.5,21:56:01,2013225,Combined,0,1,Shop & Service
70,59,1,0,33.435506,-111.998148,42,Panera Bread,2.0,14:27:29,2013304,Independent,1,2,Food
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,22:08:58,2013306,Combined,0,1,Shop & Service
3,0,0,0,33.522777000000005,-112.09398799999998,3,Seva Beauty,3.0,22:38:57,2013306,Combined,0,1,Shop & Service
15,0,0,0,33.521415000000005,-112.09548,13,Costco,3.5,23:30:58,2013306,Combined,0,1,Shop & Service
0,0,0,0,33.520454,-112.099745,0,Metro Montebello/19th Ave,3.5,0:17:38,2013307,Combined,0,0,Travel & Transport
20,14,1,0,33.487849,-112.074505,8,Walgreens,2.5,3:11:59,2013310,Independent,0,1,Shop & Service
1,0,0,0,33.522793,-112.09548,1,Christown Spectrum,2.5,3:55:56,2013310,Combined,0,1,Shop & Service
71,60,1,0,33.479787,-112.074087,43,Honey Bear's BBQ,3.0,22:05:03,2013310,Independent,0,2,Food
53,44,1,0,33.436868,-111.994392,20,McDonald's,2.0,13:09:24,2013311,Independent,1,2,Food
47,38,1,0,33.581478000000004,-111.979103,13,Fry's Food & Drug Stores,3.5,3:11:12,2013315,Independent,7,1,Shop & Service
5,1,1,0,33.488921000000005,-112.082997,5,Eribertos Mexican Food,3.5,22:12:35,2013316,Independent,0,2,Food
56,47,1,0,33.490372,-112.06531,31,Cruisin' 7th,3.5,6:22:38,2013317,Independent,0,4,Nightlife Spot
65,55,1,0,33.436725,-111.994404,23,La Madeleine Country French Cafe,3.5,15:05:11,2013321,Independent,1,2,Food
2,0,0,0,33.522757,-112.09891299999998,2,Bank of America,1.5,23:01:53,2013322,Combined,0,1,Shop & Service
72,37,0,0,33.448085,-112.074082,12,Urban Outfitters,4.0,22:44:46,2013323,Combined,2,1,Shop & Service
68,57,1,0,33.506492,-112.073664,34,Twirl,4.5,6:17:04,2013324,Independent,0,3,Arts & Entertainment
57,48,1,0,33.500469,-112.074053,35,Lux Central,4.5,20:20:23,2013328,Independent,0,2,Food
73,61,1,0,33.447404,-112.074816,8,CVS Pharmacy,4.0,23:59:50,2013328,Independent,2,1,Shop & Service
57,48,1,0,33.500469,-112.074053,35,Lux Central,4.5,20:45:09,2013329,Independent,0,2,Food
57,48,1,0,33.500469,-112.074053,35,Lux Central,4.5,5:22:28,2013331,Independent,0,2,Food
74,62,0,1,33.42696,-111.940177,44,Mojo Yogurt,4.0,21:00:11,2012408,Combined,1,2,Food
75,63,0,1,33.382863,-111.964846,1,Arizona Mills,3.0,1:05:23,2012410,Combined,1,1,Shop & Service
76,63,0,1,33.382325,-111.963387,4,At Home,3.0,1:28:34,2012410,Combined,1,1,Shop & Service
77,63,0,1,33.385085,-111.962314,45,SEA LIFE Arizona Aquarium,3.5,1:56:07,2012410,Combined,1,3,Arts & Entertainment
78,64,1,1,33.392472,-111.96111299999998,15,Schlotzsky's,3.0,2:17:33,2012415,Independent,1,2,Food
79,65,1,1,33.391355,-111.961327,16,Golden Egg Roll,3.5,2:17:48,2012415,Independent,1,2,Food
80,66,1,1,33.444809,-112.079585,34,The Icehouse,4.0,9:08:16,2012415,Independent,2,3,Arts & Entertainment
81,67,1,1,33.448631,-112.079365,46,Comerica Theater,3.0,9:44:03,2012415,Independent,2,3,Arts & Entertainment
78,64,1,1,33.392472,-111.96111299999998,15,Schlotzsky's,3.0,2:05:05,2012420,Independent,1,2,Food
82,68,1,1,33.392621000000005,-111.960374,47,Circle K,1.0,3:55:57,2012420,Independent,1,1,Shop & Service
83,62,0,1,33.426293,-111.940255,48,Hippies Cove,3.0,5:56:16,2012420,Combined,1,4,Nightlife Spot
84,62,0,1,33.426134999999995,-111.939723,49,Aura,3.0,6:48:37,2012420,Combined,1,4,Nightlife Spot
85,62,0,1,33.424278,-111.94077,49,Dierks Bentley's Whiskey Row,3.0,7:42:52,2012420,Combined,1,4,Nightlife Spot
86,69,1,1,33.421576,-111.940247,8,CVS Pharmacy,2.0,9:16:28,2012420,Independent,1,1,Shop & Service
87,70,1,1,33.406994,-111.940258,8,Walgreens,3.0,9:37:14,2012420,Independent,1,1,Shop & Service
82,68,1,1,33.392621000000005,-111.960374,47,Circle K,1.0,2:08:23,2012421,Independent,1,1,Shop & Service
88,71,1,1,33.391858,-111.961428,5,Taco Nazo,3.0,2:18:54,2012421,Independent,1,2,Food
78,64,1,1,33.392472,-111.96111299999998,15,Schlotzsky's,3.0,0:25:01,2012423,Independent,1,2,Food
84,62,0,1,33.426134999999995,-111.939723,49,Aura,3.0,6:10:17,2012423,Combined,1,4,Nightlife Spot
89,62,0,1,33.426140999999994,-111.939955,50,RA Sushi Bar Restaurant,3.0,6:30:06,2012423,Combined,1,2,Food
90,62,0,1,33.426438,-111.939601,22,Rula Bula,4.0,7:03:10,2012423,Combined,1,2,Food
85,62,0,1,33.424278,-111.94077,49,Dierks Bentley's Whiskey Row,3.0,7:36:18,2012423,Combined,1,4,Nightlife Spot
91,72,1,1,33.428021,-111.935931,51,Hayden Butte Preserve,4.5,23:21:39,2012423,Independent,1,6,Outdoors & Recreation
91,72,1,1,33.428021,-111.935931,51,Hayden Butte Preserve,4.5,6:31:29,2012429,Independent,1,6,Outdoors & Recreation
84,62,0,1,33.426134999999995,-111.939723,49,Aura,3.0,6:31:54,2012429,Combined,1,4,Nightlife Spot
92,37,0,1,33.448462,-112.07197,48,Burn Nightclub,3.0,7:01:41,2012429,Combined,2,4,Nightlife Spot
93,37,0,1,33.4484,-112.071796,49,Bar Smith,3.5,7:53:52,2012429,Combined,2,4,Nightlife Spot
94,37,0,1,33.448301,-112.071748,48,Burn Nightclub,3.0,8:52:34,2012429,Combined,2,4,Nightlife Spot
95,37,0,1,33.447552,-112.072593,49,Tilted Kilt Pub & Eatery,3.0,9:51:16,2012429,Combined,2,4,Nightlife Spot
96,73,1,1,33.446203000000004,-111.970574,52,Le Girls Gentlemen's Club,2.5,11:07:59,2012429,Independent,1,4,Nightlife Spot
97,74,1,1,33.442609999999995,-111.955351,53,Filiberto's Mexican Food,2.5,11:34:32,2012429,Independent,1,2,Food
98,63,0,1,33.384905,-111.964889,42,Wetzel's Pretzels,4.0,4:54:44,2012507,Combined,1,2,Food
75,63,0,1,33.382863,-111.964846,1,Arizona Mills,3.0,18:58:52,2012507,Combined,1,1,Shop & Service
99,62,0,1,33.424068,-111.939764,48,The Bamboo Club,3.0,3:54:07,2012511,Combined,1,4,Nightlife Spot
91,72,1,1,33.428021,-111.935931,51,Hayden Butte Preserve,4.5,12:53:48,2012518,Independent,1,6,Outdoors & Recreation
100,75,1,1,33.404137,-111.978809,16,Panda Express,2.0,0:16:31,2012524,Independent,1,2,Food
84,62,0,1,33.426134999999995,-111.939723,49,Aura,3.0,6:34:32,2012527,Combined,1,4,Nightlife Spot
92,37,0,1,33.448462,-112.07197,48,Burn Nightclub,3.0,7:30:03,2012527,Combined,2,4,Nightlife Spot
93,37,0,1,33.4484,-112.071796,49,Bar Smith,3.5,8:49:51,2012527,Combined,2,4,Nightlife Spot
94,37,0,1,33.448301,-112.071748,48,Burn Nightclub,3.0,10:22:56,2012527,Combined,2,4,Nightlife Spot
95,37,0,1,33.447552,-112.072593,49,Tilted Kilt Pub & Eatery,3.0,10:23:36,2012527,Combined,2,4,Nightlife Spot
75,63,0,1,33.382863,-111.964846,1,Arizona Mills,3.0,3:53:50,2012528,Combined,1,1,Shop & Service
83,62,0,1,33.426293,-111.940255,48,Hippies Cove,3.0,5:38:16,2012529,Combined,1,4,Nightlife Spot
